consignee_final,count_or,descr_final,mmyyyy,shipments,container_total,shipments_vrac,weight_total,Sum of ctr_teu,descr_final_eng,hs_sub,hs_head,hs_chpt,biz_company,biz_town,biz_address,biz_phone1,biz_phone2,biz_email,biz_website,biz_cf_email,biz_cf_company,biz_cf_location,biz_cf_phone1,biz_cf_industry_role,biz_cf_other_role
ACRA DISTRIBUTION COMPANY SA,USA,EFFETS PERSONNELS,2021-01,1,1,0,18209,1,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,Acra Distribution,Tabarre,"2, Route Pompe, Tabarre 27",50934572103,50928102272,mgt@acradistribution.com,www.acradistribution.com,,,,,,
ACRA ENTREPRISE,CHINA,"BICYCLETTES, TRICYCLE",2021-01,1,3,0,27603,1,"BICYCLES, TRICYCLE",H5-871200,H5-8712,H5-87,Acra Entreprises,Delmas,"262, Autoroute de Delmas, Delmas 32, (Complexe Acra )",50940367804,50942044445,entreprisesacra22@hotmail.com,n/a,,,,,,
ACRA ENTREPRISE,CHINA,"ETOFFES EN LAINE,COTTON,POILS FINS EN BONNETERIE /NON",2021-01,1,1,0,28500,1,"WOOL, COTTON, FINE HARNESSES, KNITTED / NON",H5-670420,H5-6704,H5-67,Acra Entreprises,Delmas,"262, Autoroute de Delmas, Delmas 32, (Complexe Acra )",50940367804,50942044445,entreprisesacra22@hotmail.com,n/a,,,,,,
ACRA TIRES,CHINA,PNEUMATIQUES NEUFS,2021-01,1,1,0,16860,1,NEW TIRES,H5-401110,H5-4011,H5-40,Acra Tires,Port-au-Prince,Blvd La Saline,50922272572,50928172030,acratires@yahoo.fr,n/a,,,,,,
ADEKO ENTREPRISES SA,BRAZIL,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",2021-01,3,20,0,536306,1,"TILE, COVERED SLAB, CERAMIC, MOSAIC, PORCELAIN",H5-690100,H5-6901,H5-69,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,CHINA,"ACCESSOIRE DE TUYAUTERIE (RACCORD,COURBE) EN FONTE,ACIER",2021-01,1,1,0,22359,2,"PIPE ACCESSORIES (FITTING, CURVE ...) IN CAST IRON, STEEL",H5-730300,H5-7303,H5-73,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,CHINA,"EVIER, LAVABO, BAIGNOIRE, WATER-CLOSET",2021-01,4,4,0,62289,4,"SINK, SINK, BATH, WATER-CLOSET",H5-691090,H5-6910,H5-69,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,CHINA,MACHINE A GLACE,2021-01,1,1,0,3990,4,ICE MACHINE,H5-841869,H5-8418,H5-84,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,CHINA,VANNE,2021-01,1,1,0,8964,1,VALVE,H5-848190,H5-8481,H5-84,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,INDIA,VETEMENTS DE SECURITE,2021-01,1,1,0,12423,0,SAFETY CLOTHING,H5-621149,H5-6211,H5-62,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,USA,ARTICLE DE FRIPERIE,2021-01,1,1,0,12516,1,Used Clothing,H5-630900,H5-6309,H5-63,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,USA,MARCHANDISE GENERALE,2021-01,1,0,1,1646,0,GENERAL GOODS,H5-999999,H5-9999,H5-99,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
ADEKO ENTREPRISES SA,USA,PREPARATIONS ALIMENTAIRES DIVERSES,2021-01,1,1,0,19779,2,MISCELLANEOUS FOOD PREPARATIONS,H5-210690,H5-2106,H5-21,Adeko Enterprises,Tabarre,"42, Route de l’Aeroport, Maïs-Gåte",50928160880,50928152815,info@adeko-ht.com,www.adeko-ht.com,,,,,,
AGEMAR SA,CHILE,BUS D'OCCASION,2021-01,2,2,0,7355,6.25,"BUS, SECOND HAND TRUCKS",H5-870290,H5-8702,H5-87,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,CHILE,VOITURE D'OCCASION,2021-01,1,2,0,14000,9,USED CAR,H5-870390,H5-8703,H5-87,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,CHINA,EFFETS PERSONNELS,2021-01,2,2,0,28776,11,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,CHINA,"TUBES, TUYAUX ET PROFILES CREUX EN FER, ACIER",2021-01,1,1,0,24290,1,"TUBES, PIPES AND HOLLOW PROFILES OF IRON, STEEL ...",H5-732690,H5-7326,H5-73,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,DOMINICAN REPUBLIC,EFFETS PERSONNELS,2021-01,2,2,0,12251,2,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,DOMINICAN REPUBLIC,FILTRES,2021-01,1,1,0,5030,2,FILTERS,H5-842131,H5-8421,H5-84,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,FRANCE,DIVERSE MARCHANDISES,2021-01,1,1,0,12553,2,GENERAL GOODS,H5-999999,H5-9999,H5-99,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,FRANCE,PREPARATIION POUR NETTOYAGE,2021-01,1,1,0,14391,2,PREPARATION FOR CLEANING,H5-340219,H5-3402,H5-34,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,FRANCE,PREPARATIONS CHIMIQUES,2021-01,1,1,0,21913,1,CHEMICAL PREPARATIONS,H5-382499,H5-3824,H5-38,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGEMAR SA,USA,EFFETS PERSONNELS,2021-01,5,5,0,41167,0,PERSONAL EFFECTS,H5-999999,H5-9999,H5-99,AGEMAR (Agences Maritimes Reunies S.A.),Port-au-Prince,"360, Blvd La Saline",50929402193,50929403450,agemar@agemar.com,n/a,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com,amazanmarckens@gmail.com
AGENCES VALLIERES,CANADA,PREPARATIONS CHIMIQUES,2021-01,1,1,0,13014,1,CHEMICAL PREPARATIONS,H5-382499,H5-3824,H5-38,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,GERMANY,ACIDES MONOCARBOXYLIQUES NON SATURES ET LEURS DERIVES,2021-01,1,1,0,8648,1,UNSATURATED MONOCARBOXYLIC ACIDS AND DERIVATIVES THEREOF,H5-291619,H5-2916,H5-29,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,ANIMAUX VIVANTS,2021-01,1,0,1,48,13.5,LIVING ANIMALS,H5-010690,H5-0106,H5-01,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,CAGE D ANIMAL,2021-01,1,0,1,1,6,ANIMAL CAGE,H5-732690,H5-7326,H5-73,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,"DESINFECTANTS, DETERGENT",2021-01,1,1,0,16498,1,"DISINFECTANTS, DETERGENT",H5-340130,H5-3401,H5-34,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,"FILTRE POUR EAU, MATERIEL POUR PURIFICATION D'EAU",2021-01,1,0,1,27,4,"WATER FILTER, WATER PURIFICATION EQUIPMENT",H5-842121,H5-8421,H5-84,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,"GRAINES, FRUITS ET SPORES A ENSEMENCER",2021-01,1,1,0,5534,2,"SEEDS, FRUITS AND SPORES",H5-120999,H5-1209,H5-12,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,"INSECTICIDES,ANTIRONGEUR,FONGICIDE,HERBICIDE",2021-01,1,0,1,43,1,"INSECTICIDES, ANTI-ANGER, FUNGICIDE, HERBICIDE",H5-380859,H5-3808,H5-38,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,MARCHANDISE GENERALE,2021-01,1,0,7,10,6,GENERAL GOODS,H5-999999,H5-9999,H5-99,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGENCES VALLIERES,USA,PRODUIT ALIMENTAIRE,2021-01,1,0,1,33,1,FOODSTUFFS,H5-210690,H5-2106,H5-21,Les Agence Vallières,Delmas,"29, Rue Frères Simmonds, Cite Militaire",50928130518,50929410519,n/a,n/a,,,,,,
AGS HAITI SA,USA,DIVERSE MARCHANDISES,2021-01,1,0,1,1044,1,GENERAL GOODS,H5-999999,H5-9999,H5-99,AGS Haïti S.A.,Petion-Ville,"Apart. 1 B, Angle Rues Tippenhauer et Price Mars, Puits-Blain",50931702869,50948910762,admin@ctcargo.net,www.ctcargo.net,,,,,,
AIR EXPRESS INTERNATIONAL,USA,DIVERSE MARCHANDISES,2021-01,1,0,1,915,2,GENERAL GOODS,H5-999999,H5-9999,H5-99,Air Express International & ELS Express Logistics Services,Port-au-Prince,"25, Rue O, Turgeau, zone Universite Lumière",50928131921,50928136419,expresslogistic2@yahoo.com,www.airexpresshaiti.com,,,,,,
ANKA SA,ARGENTINA,PAPIER POUR IMPRESSION ET COPIE,2021-01,1,2,0,51345,6,PAPER FOR PRINTING AND COPYING,H5-480920,H5-4809,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,APPAREIL ELECTROMENAGER,2021-01,1,1,0,22922,5,APPLIANCE,H5-850990,H5-8509,H5-85,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,"ARTICLE POUR JEU DE SOCIETE Y COMPRIS BILLARD,TABLE CASINO..",2021-01,1,1,0,21563,12,"ARTICLE FOR BOARD GAMES INCLUDING BILLIARDS, CASINO TABLE ..",H5-950490,H5-9504,H5-95,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,BOUTEILLE DE GAZ AU GPL,2021-01,1,2,0,37986,14,LPG GAS BOTTLE,H5-731100,H5-7311,H5-73,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,"CADENA,SERRURE ,VERROUSCLES POUR CES ARTICLES",2021-01,1,1,0,24570,22,"CADENA, LOCK, LATCHES ... KEYS TO THESE ITEMS",H5-830160,H5-8301,H5-83,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,CHAISES DE BUREAU,2021-01,1,1,0,7699,50,OFFICE CHAIRS,H5-940130,H5-9401,H5-94,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,"COLLES ET AUTRES ADHESIFS PREPARES,TAPE",2021-01,1,1,0,16230,6,"GLUES AND OTHER PREPARED ADHESIVES, TAPE",H5-350610,H5-3506,H5-35,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,DETENDEUR POUR BOUTEILLE GAZ PROPANE,2021-01,1,1,0,24435,7.5,PROPANE GAS BOTTLE REGULATOR,H5-848110,H5-8481,H5-84,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,FIL A COUDRE CONDITIONNE OU NON POUR VENTE DETAIL,2021-01,1,1,0,5580,1,"SEWING THREAD, CONDITIONED OR NOT FOR RETAIL SALE",H5-520411,H5-5204,H5-52,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,"FIL, CORDE, FILET EN NYLON",2021-01,1,1,0,26563,11,"YARN, ROPE, NYLON NET",H5-540261,H5-5402,H5-54,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,"FILS , CABLES EN ACIER INOXYDABLE",2021-01,1,5,0,135000,3,"WIRES, STAINLESS STEEL CABLES",H5-731210,H5-7312,H5-73,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,FOURNITURES SCOLAIRES ET DE BUREAU,2021-01,1,1,0,16256,1,SCHOOL AND OFFICE SUPPLIES,H5-392610,H5-3926,H5-39,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,JEU MATHEMATIQUE,2021-01,1,1,0,25100,6,MATHEMATICAL GAME,H5-950490,H5-9504,H5-95,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,PIECES D'AUTO,2021-01,1,1,0,25640,2.25,AUTO PARTS,H5-870899,H5-8708,H5-87,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,CHINA,PNEUMATIQUES NEUFS POUR MOTOCYCLETTE,2021-01,1,2,0,34511,0,NEW MOTORCYCLE TIRES,H5-401140,H5-4011,H5-40,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,ECUADOR,ARTICLES SANITAIRES,2021-01,1,1,0,17150,0,SANITARY ITEMS,H5-969100,H5-9691,H5-96,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,FRANCE,CRAIE,2021-01,1,2,0,51350,1,CHALK,H5-250900,H5-2509,H5-25,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,INDIA,ELECTRODE DE SOUDURE,2021-01,1,1,0,25598,2.25,WELDING ELECTRODE,H5-851580,H5-8515,H5-85,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,INDIA,PAPIER POUR IMPRESSION ET COPIE,2021-01,1,7,0,144529,8.75,PAPER FOR PRINTING AND COPYING,H5-480920,H5-4809,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,INDIA,PLUME A ECRIRE,2021-01,1,1,0,8471,12,WRITING FEATHER,H5-960820,H5-9608,H5-96,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,INDONESIA,BOITE D EMBALLAGE,2021-01,1,1,0,8424,4.25,PACKAGING BOX,H5-481910,H5-4819,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,MALAYSIA,ENVELOPPE ET CHEMISE,2021-01,1,1,0,24021,6.25,ENVELOPE AND SHIRT,H5-481710,H5-4817,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,USA,"COLLES ET AUTRES ADHESIFS PREPARES,TAPE",2021-01,1,1,0,9796,2.25,"GLUES AND OTHER PREPARED ADHESIVES, TAPE",H5-350610,H5-3506,H5-35,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,USA,MATERIEL ELECTRIQUE ET ACCESSOIRE,2021-01,1,1,0,7618,2,ELECTRICAL MATERIALS AND ACCESSORIES,H5-853690,H5-8536,H5-85,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,USA,OUVRAGES EN PAPIER,2021-01,1,1,0,19139,2,PAPER ARTICLES,H5-480258,H5-4802,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
ANKA SA,USA,PAPIER POUR IMPRESSION ET COPIE,2021-01,1,1,0,16020,2,PAPER FOR PRINTING AND COPYING,H5-480920,H5-4809,H5-48,Antoine Kawas – ANKA,Tabarre,"Bldg. 20, Blvd Toussaint Louverture prolonge, Carrefour Fleuriot (Airport Industrial Park)",50928162000,50928162001,info@anka.ht,www.anka.ht,,,,,,
APOLLO MOTORS SA,USA,MARCHANDISE GENERALE,2021-01,0,0,3,0,2,GENERAL GOODS,H5-999999,H5-9999,H5-99,Apollo Motors S.A. – Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928130003,50936257286,auto@automax-ht.com,n/a,,,,,,
APOLLO MOTORS SA,USA,PIECES D'AUTO,2021-01,0,0,27,0,1,AUTO PARTS,H5-870899,H5-8708,H5-87,Apollo Motors S.A. – Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928130003,50936257286,auto@automax-ht.com,n/a,,,,,,
APOLLO MOTORS SA,USA,PIECES ET PARTIES MECANIQUES,2021-01,0,0,11,0,1,PARTS AND MECHANICAL PARTS,H5-999999,H5-9999,H5-99,Apollo Motors S.A. – Deka Group,Delmas,"10, Rue Barbancourt, Route de l'Aeroport",50928130003,50936257286,auto@automax-ht.com,n/a,,,,,,
AQUA SYSTEMES SA,INDIA,MACHINE DE MOULAGE ET PARTIES,2021-01,1,1,0,1624,3,MOLDING MACHINE AND PARTS,H5-847710,H5-8477,H5-84,Aqua Systems,Delmas,"Rue T. Guilbaud, Varreux, Route de l'Aeroport",50928130597,50937320296,rstephye@yahoo.fr,www.aquasystemshaiti.com,,,,,,
ARCHIVES NATIONALES D'HAITI,USA,"ACCESSOIRE INFORMATIQUES, ELECTRONIQUES ET PARTIES",2021-01,0,0,3,0,2,"COMPUTER, ELECTRONIC AND PARTS ACCESSORIES",H5-847330,H5-8473,H5-84,Archives Nationales d Haïti (ANH),Port-au-Prince,"Ave. Marie Jeanne, Bicentenaire",50928181111,50928181010,archivesnationalesht@gmail.com,www.archivesnationales.gouv.ht,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,MEXICO,COUCHE POUR BEBE,2021-01,1,1,0,8329,2,DIAPER,H5-961900,H5-9619,H5-96,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,DOMINICAN REPUBLIC,"PREPARATIONS POUR SOUPES, POTAGES OU BOUILLONS",2021-01,1,1,0,24885,2,"PREPARATIONS FOR SOUPS, SOUPS OR BOUILLONS",H5-210410,H5-2104,H5-21,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,FRANCE,PRODUIT LAITIER,2021-01,1,1,0,23837,1,DAIRY PRODUCTS,H5-040510,H5-0405,H5-04,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,NETHERLANDS,PREPARATIONS ALIMENTAIRES POUR BEBE ET ENFANT,2021-01,1,1,0,12385,1,FOOD PREPARATIONS FOR BABIES AND CHILDREN,H5-190110,H5-1901,H5-19,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,SOUTH AFRICA,JUS DE FRUITS ET DE LEGUMES,2021-01,1,1,0,21622,2,FRUIT AND VEGETABLE JUICE,H5-200989,H5-2009,H5-20,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,TRINIDAD AND TOBAGO,PAPIER-TISSU,2021-01,1,3,0,13429,2,PAPER FABRIC,H5-482390,H5-4823,H5-48,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,TURKEY,PATES ALIMENTAIRES,2021-01,1,2,0,34333,2.25,PASTA,H5-190219,H5-1902,H5-19,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,USA,ALIMENTS CONGELES,2021-01,3,3,0,70147,2,FROZEN FOODS,H5-210690,H5-2106,H5-21,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
ASSOCIATED FOOD DISTRIBUTORS SA,USA,DIVERSE MARCHANDISES,2021-01,2,2,0,27262,3,GENERAL GOODS,H5-999999,H5-9999,H5-99,Associated Food Distributors S.A. (AFD),Delmas,"3, Rue Justin Juste, Route de l'Aeroport",50928151200,50928130587,info@afdhaiti.com,www.afdhaiti.com,,,,,,
