index,cnt_size_final,cnt_type,cnt_teu,consolidated,short_shipped,shipper,consignee,notify,number_of_packages,package_type,descr,new_descr,port_origin,port_tss,port_dest,count_origin,count_tss,count_dest,r1_origin,r1_tss,r1_dest,r2_origin,r2_tss,r2_dest,loc_code,date_of_arrival,voyage,vessel,carrier,mode,id,shipments,container_total,shipments_vrac,weight_total,date2,country,TEU,transcountry,CTN,bol_ref
11209,40GP,DRY,2,,,HERODE IMPORT EXPOR ,CHERY IMPORT EXPORT ,PASCAL MARIE ,360, DIFFEREN T,S/M  TEXTILES 1 : TEXTILES 0.00,"ETOFFES EN LAINE,COTTON,POILS FINS EN BONNETERIE /NON",COLON,COLON,PORT-AU-PRINCE,PANAMA,PANAMA,HAITI,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-100-1-HMCU9213624,1,1,0,26000,44136,Panama,2,Panama,HMCU9213624,4.8E+11
11199,40GP,DRY,2,,,WILSON SAINT LOUIS ,PF SERVICE ,.NOT AVAILABLE. ,1, PIECE,STC: 1 LOT OF PERSONAL EFFECTS USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44165,158S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-30-2020_SYD-95-1-AMLU4050400,1,1,0,12701,44136,USA,2,USA,AMLU4050400,1031031708
11189,40GP,DRY,2,,,SERILE JOSEPH ,MARC E JOSEPH ,.NOT AVAILABLE. ,1, PIECE,STC: 1 LOT OF PERSONAL EFFECTS USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44165,158S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-30-2020_SYD-74-1-UETU5344340,1,1,0,9435,44136,USA,2,USA,UETU5344340,1031031687
11179,40GP,DRY,2,,,ALLIANCE INT'L SHIPPING LLC ,RENEL SIMON ,.NOT AVAILABLE. ,266, PIECE,STC: 266 PCS 50 BALES USED CLOTHING 49 BOXES W/TOYS 60 PCS FOOD ITEMS 107 BOXES PERSONAL EFFECTS USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44165,158S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-30-2020_SYD-111-1-UESU5242854,1,1,0,22226,44136,USA,2,USA,UESU5242854,1031031724
11169,40GP,DRY,2,,,HAITI SHIPPING CARGO SERVICES ,PF SERVICE ,.NOT AVAILABLE. ,500, PIECE,STC: 500 PCS 60 BX OF USED HOUSEHOLD ITEMS 260 GROCERIES 1 USED REFRIGERATOR 6 PALLET PERSONAL CARE TOILETTERIES ETC 9 PG USD 0.00 AS ADDRESSED,EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,CAP-HAITIEN,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,TCAP,44165,158S,BABUN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_CH_11-30-2020_SYD-93-1-AMLU4050077,1,1,0,19958,44136,USA,2,USA,AMLU4050077,1031031706
11159,40GP,DRY,2,,,"A&A TRADE CO., LTD. ","TEXTILES YOUM KWANG, S.A ","TEXTILES YOUM KWANG, S.A ",599, CARTON,SYNTHETIC ORGANIC DYESTUFFS SUNCRON YELLOW E-3G 200% SUNCRON ORANGE E-H3R 200% SUNCRON RED E-FB 200% SUNCRON USD 0.00 N/M   * TEL:(02)487-0390   FAX:(02)487- 0391,"MATIERES COLORANTES SYNTHETIQUES, ORGANIQUES ET PREPARATIONS",BUSAN,KINGSTON,PORT-AU-PRINCE,SOUTH KOREA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44165,2461DS,PACIFIC TRADER,CMA/CGM,SEA,CMA_11-30-2020_SYD-21-1-CMAU4566623,1,1,0,22800,44136,South Korea,2,Jamaica,CMAU4566623,SEL1007404
11149,20GP,DRY,1,,,TIANJIN WAYSUN FOOD INDUSTRIES LTD ,SHAISA ,SHAISA ,,,TOMATO PASTE CONCENTRATE 1 : TOMATO PASTE CONCENTRATE 0.00,PATE TOMATE,XIANGYANG,XIANGYANG,PORT-AU-PRINCE,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-55-1-DRYU2984730,1,1,0,0,44136,China,0,China,DRYU2984730,1.41E+11
11139,20GP,DRY,1,,,TIANJIN WAYSUN FOOD INDUSTRIES LTD ,SHAISA ,SHAISA ,,,TOMATO PASTE CONCENTRATE 1 : TOMATO PASTE CONCENTRATE 0.00,PATE TOMATE,XIANGYANG,XIANGYANG,PORT-AU-PRINCE,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-54-1-EISU3982811,1,1,0,0,44136,China,0,China,EISU3982811,1.41E+11
11129,20GP,DRY,1,,,TIANJIN WAYSUN FOOD INDUSTRIES LTD ,SHAISA ,SHAISA ,,,TOMATO PASTE CONCENTRATE 1 : TOMATO PASTE CONCENTRATE 0.00,PATE TOMATE,XIANGYANG,XIANGYANG,PORT-AU-PRINCE,CHINA,CHINA,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,EAST ASIA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-55-1-TCLU3615244,1,1,0,0,44136,China,0,China,TCLU3615244,1.41E+11
11119,40GP,DRY,2,,,EACHLAND TRADING COMPANY LIMITED. ,CRISTO S.A. ,CRISTO S.A. ,,,TOOTHPASTE 1 : TOOTHPASTE 659520PACKAGES=9160CARTONS 0.00,DENTIFRICE,SHANGHAI,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-37-1-EITU1677427,1,1,0,0,44136,China,0,Panama,EITU1677427,1.42E+11
11109,40GP,DRY,2,,,"KMP CO,. LTD ",FAIRWAY APPAREL S.A. ,FAIRWAY APPAREL S.A. ,28, DIFFEREN T,WHEEL BARROW AND SOLID WHEEL 1 : WHEEL BARROW AND SOLID WHEEL 0.00,"BROUETTE, CHARRETTE A BRAS ET PARTIES",QINGDAO,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-1-1-EGHU1032854,1,1,0,20001,44136,China,2,Panama,EGHU1032854,40000326398
11099,40GP,DRY,2,,,WINNITEX LIMITED ,CARIBBEAN ISLAND APPAREL S.A ,M.B.CUSTOMS SERVICES ,,,WOVEN FABRIC 1 : 65% POLYESTER 35% COTTON DYED NATURAL STRETCH TWILL WOVEN FABRIC   CONTRACT NO.SC112913-78 0.00,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,SHANGHAI,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44165,155N,LOUISIANA TRADE,EVERGREEN,SEA,EVE_11-30-2020_SYD-36-1-HMCU1095741,1,1,0,0,44136,China,0,Panama,HMCU1095741,1.42E+11
11089,40GP,DRY,2,1,,RJM PURCHASING  SERVICES ,JMG DEPOT ,.NOT AVAILABLE. ,1, PIECE,STC: COMPUTER ACCESSORIES USD 0.00 AS ADDRESSED,"ACCESSOIRE INFORMATIQUES, ELECTRONIQUES ET PARTIES",MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44166,207S,PEPIN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-01-2020_SYD-27-1-UETU5009580,1,1,0,510,44166,USA,2,USA,UETU5009580,1030131266
11079,40GP,DRY,2,,1,NINGBO DEALER WELL CO. LTD. ,PIERRE SHOP ,PIERRE SHOP ,242, CARTON,DRESSLADY JEANSSUIT SETSKIRTTOP USD 0.00 THERMONFILS,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,NINGBO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-48-1-TCNU8674674,1,1,0,17830,44166,China,2,Jamaica,TCNU8674674,ZIMUSHH30310769
11069,20GP,DRY,1,,,CERAMICA FORMIGRES LTDA ,LA MENAGERE S.A. ,LA MENAGERE S.A. ,,,10 CONTAINERS 20' DRY WITH:150 PALLETS WITH GLAZED CERAMIC FLOOR TILES TOTALIZING 9.680 CARTONSPROCESSO CAPITAL GOLD: USD 0.00 FORMIGRES / JGRES - BRASILLA MENAGERE S.A - HAITI,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",SANTOS,CARTAGENA,PORT-AU-PRINCE,BRAZIL,COLOMBIA,HAITI,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-49-1-ZIMU2874637,1,1,0,0,44166,Brazil,0,Colombia,ZIMU2874637,ZIMUSNT8039995
11059,40GP,DRY,2,,,EUCATEX INDUSTRIA E COMERCIO LTDA ,MSC TRADING S.A. ,MSC TRADING S.A. ,,,10 X 40 HC CONTAINER WITH 260 PALLETS CONTAINING HARDBOARD CLEAN ON BOARD AS DECLARED BY SHIPPERFREIGHT COLLECTFREIGHT AS USD 0.00 AL5027MSC TRADINGA-6245PORT AU PRINCEHAITI,PANNEAUX DE FIBRE DE BOIS OU AUTRE MATIERES LIGNEUSES,SANTOS,CARTAGENA,PORT-AU-PRINCE,BRAZIL,COLOMBIA,HAITI,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-51-1-TGBU7071064,1,1,0,0,44166,Brazil,0,Colombia,TGBU7071064,ZIMUSNT8040502
11049,40HCR,reefer,2,,,SLOT FRANS AND CO. B.V. ,JECO PRODUITS ALIMENTAIRES ,JECO PRODUITS ALIMENTAIRES ,,,1300 Bag 1300 / 1x50lbs poly netbags DUTCH YELLOW ONIONS stacked on 20 pallets USD 0.00 N/M,OIGNONS,ANTWERP,MANZANILLO - PA,PORT-AU-PRINCE,BELGIUM,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,WESTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-3-1-MNBU3799023,1,1,0,0,44166,Belgium,0,Panama,MNBU3799023,206139766
11039,40HCR,reefer,2,,,"P.P.S., S.A. ",SOGEDIPA SA ,SOGEDIPA SA ,2409, CARTON,1501 CARTONS OF FROZEN PORK STERNUM BONE  NET WEIGHT: 15010.00 KG  GROSS WEIGHT: 15610.40 KG    908 CARTONS OF FROZEN PORK TAIL BONES USD 0.00 N/M,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,VALENCIA,MANZANILLO - PA,PORT-AU-PRINCE,SPAIN,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,SOUTHERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-43-1-MNBU3034522,1,1,0,25054,44166,Spain,2,Panama,MNBU3034522,911363733
11029,20GP,DRY,1,,,COMPANIA AZUCARERA TRES VALLES ,ISHA FOODS CO ,ISHA FOODS CO ,,,200.00 MTS OF RAW SUGAR PACKED IN 50 KGS BAGS  NET WEIGHT:      200.000 METRIC TONS  GROSS WEIGHT: 200.400 METRIC TONS USD 0.00 N/M,SUCRES,PUERTO CORTES,MANZANILLO - PA,PORT-AU-PRINCE,HONDURAS,PANAMA,HAITI,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,SEALAND,SEA,SLD_12-01-2020_SYD-3-1-MRKU8726781,1,1,0,0,44166,Honduras,0,Panama,MRKU8726781,206070270
11019,VRAC,VRAC,0,,,JEFFREY RIDORE ,DOLISCAR RODNEY ,.NOT AVAILABLE. ,1, PIECE,2011 JEEP VIN# 1J4RR4GG6BC584147 USD 0.00 AS ADDRESSED,VOITURE D'OCCASION,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1005,44166,207S,PEPIN EXPRESS,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_12-01-2020_SYD-3-1-VRAC,1,0,1,2114,44166,USA,0,USA,VRAC,1030131146
11009,20GP,DRY,1,,,"COMPANIA AZUCARERA CHUMBAGUA, S A ",FOCUS IMPORT - EXPORT ,FOCUS IMPORT - EXPORT ,,,"250 METRIC TONS  OF RAW SUGAR PACKED IN 25 KGS BAGS.  TOTAL NET WEIGHT : 250,000.00 KG  TOTAL GROSS WEIGHT: 271,700.00 KG  TOTAL BAGS: USD 0.00 N/M",SUCRES,PUERTO CORTES,MANZANILLO - PA,PORT-AU-PRINCE,HONDURAS,PANAMA,HAITI,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,SEALAND,SEA,SLD_12-01-2020_SYD-2-1-MSKU4293242,1,1,0,0,44166,Honduras,0,Panama,MSKU4293242,205977386
10999,40HCR,reefer,2,,,WESTFLEISCH SALES GMBH ,SOGEDIPA SA ,SOGEDIPA SA ,13500, CARTON,2700 CARTON MWCU 678885-2 40/REEF 9'6 2700 CARTON GROSS WEIGHT: 28161.000 USD 0.00 N/M,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,HAMBURG,MANZANILLO - PA,PORT-AU-PRINCE,GERMANY,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,CENTRAL EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-30-1-MMAU1080495,1,1,0,140805,44166,Germany,2,Panama,MMAU1080495,911316795
10989,40HCR,reefer,2,,,Slot Frans AND Co B.v. ,RALPH IMPORT EXPORT ,RALPH IMPORT EXPORT ,,,3900 BAGS 1300/1x50lbs poly netbags DUTCH YELLOW ONIONS stacked on 20 pallets USD 0.00 N/M,OIGNONS,ROTTERDAM,MANZANILLO - PA,PORT-AU-PRINCE,NETHERLANDS,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,WESTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-8-1-MNBU4026753,1,1,0,0,44166,Netherlands,0,Panama,MNBU4026753,206168483
10979,40GP,DRY,2,,,KASSAV INTERNATIONAL CLDS INC ,CENTROPLUS SA ,CENTROPLUS SA ,6810, CARTON,425GX24 CANNED MACKEREL INTOMATO SAUCE PACKED IN 3080CTNS425GX12 CANNED  MACKEREL INTOMATO SAUCE PACKED USD 0.00 N/M,SAUMONS EN CONSERVE,VLISSINGEN,KINGSTON,PORT-AU-PRINCE,NETHERLANDS,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,WESTERN EUROPE,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-25-1-RFCU5004513,1,1,0,78180,44166,Netherlands,2,Jamaica,RFCU5004513,ZIMUNGB9545329
10969,40HCR,reefer,2,,,KUEHNE + HEITZ HOLLAND B.V. VAN ,FB STORE ,SAME AS CONSIGNEE ,2800, CARTON,"CHICKEN DRUMSTICK FROZEN   TOTAL GROSSWEIGHT: 29,120.00 KGS SUDU8174543 2800 CARTONS 28000.000 KGS USD 0.00 N/M","VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",ROTTERDAM,MANZANILLO - PA,PORT-AU-PRINCE,NETHERLANDS,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,WESTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-38-1-SUDU8174543,1,1,0,28000,44166,Netherlands,2,Panama,SUDU8174543,911331918
10959,40GP,DRY,2,,,YOUNG CHEON LOGISTICS CO. LTD. ,PACIFIC SPORTS HAITI. ,PACIFIC SPORTS HAITI. ,,,FABRIC USD 0.00 XX,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,BUSAN,KINGSTON,PORT-AU-PRINCE,SOUTH KOREA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-46-1-TCNU5347071,1,1,0,0,44166,South Korea,0,Jamaica,TCNU5347071,ZIMUSEL7040343
10949,40HCR,reefer,2,,,Lamex Foods Inc ,SOGEDIPA SA ,SOGEDIPA SA ,,,"FROZEN CHICKEN DRUMSTICKS   NET WEIGHT PER CONTAINER: 57,480 LBS / 26,072.76 KGS   GROSS WEIGHT PER CONTAINER: 60,354 LBS   TOTAL NET USD 0.00 N/M","VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",SAVANNAH - GA,MANZANILLO - PA,PORT-AU-PRINCE,USA,PANAMA,HAITI,NORTH AMERICA,CENTRAL AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,SEALAND,SEA,SLD_12-01-2020_SYD-7-1-MSWU9082876,1,1,0,0,44166,USA,0,Panama,MSWU9082876,911336717
10939,40RF,reefer,2,,,Lamex Foods Inc ,SOGEDIPA SA ,SOGEDIPA SA ,,,FROZEN CHICKEN THIGHS NET WEIGHT PER CONTAINER: 57 480 LBS / 26 072.76 KGS GROSS WEIGHT PER CONTAINER: 60 354 LBS TOTAL NET USD 0.00 XX,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",SAVANNAH - GA,KINGSTON,PORT-AU-PRINCE,USA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_SOUTH ATLANTIC,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-38-1-ZMOU8842021,1,1,0,0,44166,USA,0,Jamaica,ZMOU8842021,ZIMUORF1015343
10929,40HCR,reefer,2,,,PARKER-MIGLIORINI INTERNATIONAL GMBH ,Gleepad Import Export S.A ,Gleepad Import Export S.A ,2500, CARTON,Frozen pork half head    Net weight: 25000 KG Shipper Provided HS Code : 020649 MNBU0039270 USD 0.00 N/M,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,TALLINN,MANZANILLO - PA,PORT-AU-PRINCE,ESTONIA,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,CENTRAL EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-23-1-MNBU0039270,1,1,0,26000,44166,Estonia,2,Panama,MNBU0039270,911293148
10919,40HCR,reefer,2,,,ANIMEX FOODS SP Z O O ,TASHA STORE S.A. ,TASHA STORE S.A. ,2540, CARTON,"FROZEN PORK NECK BONES  Net Weight: 25 400,00 KGS   Gross Weight: 26 560,00 KGS   Number of Cartons: 2 540 ORDER: 2560291 USD 0.00 N/M",VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,GDANSK,MANZANILLO - PA,PORT-AU-PRINCE,POLAND,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,CENTRAL EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-42-1-MNBU9007550,1,1,0,26560,44166,Poland,2,Panama,MNBU9007550,911359575
10909,40HCR,reefer,2,,,"Lamex Foods, Inc. ",SOGEDIPA SA ,SOGEDIPA SA ,,,"FROZEN TURKEY WINGS   NET WEIGHT PER CONTAINER: 59,550 LBS / 27,011.7 KGS   GROSS WEIGHT PER CONTAINER: 63,520 LBS   TOTAL NET WEIGHT: USD 0.00 N/M","VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",HOUSTON - TX,KINGSTON,PORT-AU-PRINCE,USA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_WEST SOUTH CENTRAL,CARIBBEAN,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,SEALAND,SEA,SLD_12-01-2020_SYD-19-1-MNBU0221010,1,1,0,0,44166,USA,0,Jamaica,MNBU0221010,911424551
10899,40HCR,reefer,2,,,HASTAVUK GIDA TARIM HAYCANCILIK SAN. ,"SOGEDIPA SA, ","SOGEDIPA SA, ",2674, CARTON,HASTAVUK CHICKEN UPPER BACK WITH CARTON LID WITH  SHRINKED WRAP NET WEGHT: 26740 KGS      APPLICABLE FREE TIME 14 DAYS COMBINED USD 0.00 N/M,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",ALIAGA,MANZANILLO - PA,PORT-AU-PRINCE,TURKEY,PANAMA,HAITI,EUROPE,CENTRAL AMERICA,CARIBBEAN,SOUTHEASTERN EUROPE,CENTRAL AMERICA,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,MAERSK LINE,SEA,MAE_12-01-2020_SYD-41-1-MNBU3018100,1,1,0,27917,44166,Turkey,2,Panama,MNBU3018100,911346520
10889,20GP,DRY,1,,,MAYS ZONA LIBRE S A ,BIG STAR MARKET  S.A. ,BIG STAR MARKET  S.A. ,505, CARTON,MERCHANDISE VARIOSCAR ACCESSORIES  TOOLS  SWIMMING ARTICLES INFLATABLE ARTICLES  TOYS KITCHEN ARTICLES POT  CUTLERIES FRYPAN USD 0.00 XX,MARCHANDISE GENERALE,COLON,PORT-AU-PRINCE,PORT-AU-PRINCE,PANAMA,HAITI,HAITI,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-40-1-ZIMU1340658,1,1,0,3244,44166,Panama,1,Haiti,ZIMU1340658,ZIMUPAN2020356
10879,40GP,DRY,2,,,ZHEJIANG OSEE IMPORT & EXPORT ,FB STORE ,FB STORE ,532, CARTON,PACKING BAGFLOWERWOOL USD 0.00 N/M,MARCHANDISE GENERALE,NINGBO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-32-1-TLLU5297881,1,1,0,11940,44166,China,2,Jamaica,TLLU5297881,ZIMUNGB9545344
10869,40GP,DRY,2,,,JABONES PARDO  S.A ,MIGROS SA ,MIGROS SA ,,,PRODUITS DE BEAUTE/COSMETICS USD 0.00 XX,"PRODUIT DE BEAUTE, MAQUILLAGE, POUR SOIN DE PEAU,MANUCURE",VALENCIA,KINGSTON,PORT-AU-PRINCE,SPAIN,JAMAICA,HAITI,EUROPE,CARIBBEAN,CARIBBEAN,SOUTHERN EUROPE,CARIBBEAN,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-52-1-GCXU5056582,1,1,0,0,44166,Spain,0,Jamaica,GCXU5056582,ZIMUVLC0133659
10859,40GP,DRY,2,,,RESIN TECHNOLOGY ,UNITED PLASTICS S.A. ,UNITED PLASTICS S.A. ,44, SAC EN TISSU,PVC RESIN  TOTAL NET WEIGHT: 44 MTS  FREIGHT PREPAID    SR No. HT71/2020/01030  HS Code: 3904.21 X20201111771619 USD 0.00 N/M,"RESINES PETROLE,COUMARONE,POLYTERPENE,POLYSUFURE,PRIMAIRE",HOUSTON - TX,KINGSTON,PORT-AU-PRINCE,USA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_WEST SOUTH CENTRAL,CARIBBEAN,CARIBBEAN,CPS,44166,155N,LOUISIANA TRADER,SEALAND,SEA,SLD_12-01-2020_SYD-9-1-MRSU3877746,1,1,0,44998,44166,USA,2,Jamaica,MRSU3877746,206208622
10849,40GP,DRY,2,,,DOMMARCO HNOS. S.A ,ACIERIE D' HAITI ,ACIERIE D' HAITI ,,,SLAC:42 54 M3 * 4600 PIECES KD PINE ELLIOTTIS/TAEDA MILL RUN # 2 ROUGH -- SLAC:45 30 M3 * 4964 PIECES KD PINE ELLIOTTIS/TAEDAMILL RUN #2 USD 0.00 XX,BOIS DE CHARPENTE,BUENOS AIRES,CARTAGENA,PORT-AU-PRINCE,ARGENTINA,COLOMBIA,HAITI,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,SOUTH AMERICA,SOUTH AMERICA,CARIBBEAN,CPS,44166,43EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_12-01-2020_SYD-3-1-ZCSU8737967,1,1,0,0,44166,Argentina,0,Colombia,ZCSU8737967,ZIMUBUE9013826
